ruta,clase,particion
data/raw/asl_alphabet_train/E/E1372.jpg,E,train
data/raw/asl_alphabet_train/E/E2150.jpg,E,train
data/raw/asl_alphabet_train/E/E443.jpg,E,train
data/raw/asl_alphabet_train/E/E1025.jpg,E,train
data/raw/asl_alphabet_train/E/E1963.jpg,E,train
data/raw/asl_alphabet_train/E/E1713.jpg,E,train
data/raw/asl_alphabet_train/E/E2010.jpg,E,train
data/raw/asl_alphabet_train/E/E464.jpg,E,train
data/raw/asl_alphabet_train/E/E1415.jpg,E,train
data/raw/asl_alphabet_train/E/E1636.jpg,E,train
data/raw/asl_alphabet_train/E/E2410.jpg,E,train
data/raw/asl_alphabet_train/E/E1984.jpg,E,train
data/raw/asl_alphabet_train/E/E403.jpg,E,train
data/raw/asl_alphabet_train/E/E564.jpg,E,train
data/raw/asl_alphabet_train/E/E2624.jpg,E,train
data/raw/asl_alphabet_train/E/E2232.jpg,E,train
data/raw/asl_alphabet_train/E/E671.jpg,E,train
data/raw/asl_alphabet_train/E/E2067.jpg,E,train
data/raw/asl_alphabet_train/E/E937.jpg,E,train
data/raw/asl_alphabet_train/E/E2980.jpg,E,train
data/raw/asl_alphabet_train/E/E46.jpg,E,train
data/raw/asl_alphabet_train/E/E641.jpg,E,train
data/raw/asl_alphabet_train/E/E2207.jpg,E,train
data/raw/asl_alphabet_train/E/E2122.jpg,E,train
data/raw/asl_alphabet_train/E/E1378.jpg,E,train
data/raw/asl_alphabet_train/E/E2660.jpg,E,train
data/raw/asl_alphabet_train/E/E2738.jpg,E,train
data/raw/asl_alphabet_train/E/E959.jpg,E,train
data/raw/asl_alphabet_train/E/E1199.jpg,E,train
data/raw/asl_alphabet_train/E/E516.jpg,E,train
data/raw/asl_alphabet_train/E/E2432.jpg,E,train
data/raw/asl_alphabet_train/E/E1656.jpg,E,train
data/raw/asl_alphabet_train/E/E419.jpg,E,train
data/raw/asl_alphabet_train/E/E2860.jpg,E,train
data/raw/asl_alphabet_train/E/E190.jpg,E,train
data/raw/asl_alphabet_train/E/E2116.jpg,E,train
data/raw/asl_alphabet_train/E/E2482.jpg,E,train
data/raw/asl_alphabet_train/E/E1749.jpg,E,train
data/raw/asl_alphabet_train/E/E1222.jpg,E,train
data/raw/asl_alphabet_train/E/E35.jpg,E,train
data/raw/asl_alphabet_train/E/E1618.jpg,E,train
data/raw/asl_alphabet_train/E/E947.jpg,E,train
data/raw/asl_alphabet_train/E/E552.jpg,E,train
data/raw/asl_alphabet_train/E/E2019.jpg,E,train
data/raw/asl_alphabet_train/E/E1603.jpg,E,train
data/raw/asl_alphabet_train/E/E27.jpg,E,train
data/raw/asl_alphabet_train/E/E355.jpg,E,train
data/raw/asl_alphabet_train/E/E1328.jpg,E,train
data/raw/asl_alphabet_train/E/E1140.jpg,E,train
data/raw/asl_alphabet_train/E/E1471.jpg,E,train
data/raw/asl_alphabet_train/E/E2629.jpg,E,train
data/raw/asl_alphabet_train/E/E1434.jpg,E,train
data/raw/asl_alphabet_train/E/E1575.jpg,E,train
data/raw/asl_alphabet_train/E/E279.jpg,E,train
data/raw/asl_alphabet_train/E/E2599.jpg,E,train
data/raw/asl_alphabet_train/E/E2708.jpg,E,train
data/raw/asl_alphabet_train/E/E954.jpg,E,train
data/raw/asl_alphabet_train/E/E1628.jpg,E,train
data/raw/asl_alphabet_train/E/E670.jpg,E,train
data/raw/asl_alphabet_train/E/E2879.jpg,E,train
data/raw/asl_alphabet_train/E/E2803.jpg,E,train
data/raw/asl_alphabet_train/E/E1959.jpg,E,train
data/raw/asl_alphabet_train/E/E810.jpg,E,train
data/raw/asl_alphabet_train/E/E1845.jpg,E,train
data/raw/asl_alphabet_train/E/E983.jpg,E,train
data/raw/asl_alphabet_train/E/E2613.jpg,E,train
data/raw/asl_alphabet_train/E/E2821.jpg,E,train
data/raw/asl_alphabet_train/E/E2789.jpg,E,train
data/raw/asl_alphabet_train/E/E1619.jpg,E,train
data/raw/asl_alphabet_train/E/E576.jpg,E,train
data/raw/asl_alphabet_train/E/E1212.jpg,E,train
data/raw/asl_alphabet_train/E/E397.jpg,E,train
data/raw/asl_alphabet_train/E/E1099.jpg,E,train
data/raw/asl_alphabet_train/E/E2418.jpg,E,train
data/raw/asl_alphabet_train/E/E1027.jpg,E,train
data/raw/asl_alphabet_train/E/E470.jpg,E,train
data/raw/asl_alphabet_train/E/E32.jpg,E,train
data/raw/asl_alphabet_train/E/E1054.jpg,E,train
data/raw/asl_alphabet_train/E/E2412.jpg,E,train
data/raw/asl_alphabet_train/E/E2252.jpg,E,train
data/raw/asl_alphabet_train/E/E250.jpg,E,train
data/raw/asl_alphabet_train/E/E455.jpg,E,train
data/raw/asl_alphabet_train/E/E2351.jpg,E,train
data/raw/asl_alphabet_train/E/E2970.jpg,E,train
data/raw/asl_alphabet_train/E/E1186.jpg,E,train
data/raw/asl_alphabet_train/E/E195.jpg,E,train
data/raw/asl_alphabet_train/E/E2255.jpg,E,train
data/raw/asl_alphabet_train/E/E2453.jpg,E,train
data/raw/asl_alphabet_train/E/E1873.jpg,E,train
data/raw/asl_alphabet_train/E/E2135.jpg,E,train
data/raw/asl_alphabet_train/E/E645.jpg,E,train
data/raw/asl_alphabet_train/E/E2999.jpg,E,train
data/raw/asl_alphabet_train/E/E2997.jpg,E,train
data/raw/asl_alphabet_train/E/E2064.jpg,E,train
data/raw/asl_alphabet_train/E/E2858.jpg,E,train
data/raw/asl_alphabet_train/E/E834.jpg,E,train
data/raw/asl_alphabet_train/E/E726.jpg,E,train
data/raw/asl_alphabet_train/E/E2967.jpg,E,train
data/raw/asl_alphabet_train/E/E2646.jpg,E,train
data/raw/asl_alphabet_train/E/E440.jpg,E,train
data/raw/asl_alphabet_train/E/E2527.jpg,E,train
data/raw/asl_alphabet_train/E/E285.jpg,E,train
data/raw/asl_alphabet_train/E/E2969.jpg,E,train
data/raw/asl_alphabet_train/E/E1965.jpg,E,train
data/raw/asl_alphabet_train/E/E897.jpg,E,train
data/raw/asl_alphabet_train/E/E2540.jpg,E,train
data/raw/asl_alphabet_train/E/E996.jpg,E,train
data/raw/asl_alphabet_train/E/E1807.jpg,E,train
data/raw/asl_alphabet_train/E/E1275.jpg,E,train
data/raw/asl_alphabet_train/E/E82.jpg,E,train
data/raw/asl_alphabet_train/E/E173.jpg,E,train
data/raw/asl_alphabet_train/E/E1820.jpg,E,train
data/raw/asl_alphabet_train/E/E1074.jpg,E,train
data/raw/asl_alphabet_train/E/E2834.jpg,E,train
data/raw/asl_alphabet_train/E/E1993.jpg,E,train
data/raw/asl_alphabet_train/E/E2952.jpg,E,train
data/raw/asl_alphabet_train/E/E2584.jpg,E,train
data/raw/asl_alphabet_train/E/E946.jpg,E,train
data/raw/asl_alphabet_train/E/E980.jpg,E,train
data/raw/asl_alphabet_train/E/E574.jpg,E,train
data/raw/asl_alphabet_train/E/E60.jpg,E,train
data/raw/asl_alphabet_train/E/E1443.jpg,E,train
data/raw/asl_alphabet_train/E/E1436.jpg,E,train
data/raw/asl_alphabet_train/E/E2918.jpg,E,train
data/raw/asl_alphabet_train/E/E2360.jpg,E,train
data/raw/asl_alphabet_train/E/E1768.jpg,E,train
data/raw/asl_alphabet_train/E/E1755.jpg,E,train
data/raw/asl_alphabet_train/E/E2621.jpg,E,train
data/raw/asl_alphabet_train/E/E2659.jpg,E,train
data/raw/asl_alphabet_train/E/E31.jpg,E,train
data/raw/asl_alphabet_train/E/E1191.jpg,E,train
data/raw/asl_alphabet_train/E/E962.jpg,E,train
data/raw/asl_alphabet_train/E/E511.jpg,E,train
data/raw/asl_alphabet_train/E/E2727.jpg,E,train
data/raw/asl_alphabet_train/E/E2513.jpg,E,train
data/raw/asl_alphabet_train/E/E1003.jpg,E,train
data/raw/asl_alphabet_train/E/E18.jpg,E,train
data/raw/asl_alphabet_train/E/E2244.jpg,E,train
data/raw/asl_alphabet_train/E/E653.jpg,E,train
data/raw/asl_alphabet_train/E/E298.jpg,E,train
data/raw/asl_alphabet_train/E/E720.jpg,E,train
data/raw/asl_alphabet_train/E/E2378.jpg,E,train
data/raw/asl_alphabet_train/E/E1239.jpg,E,train
data/raw/asl_alphabet_train/E/E738.jpg,E,train
data/raw/asl_alphabet_train/E/E2175.jpg,E,train
data/raw/asl_alphabet_train/E/E2206.jpg,E,train
data/raw/asl_alphabet_train/E/E123.jpg,E,train
data/raw/asl_alphabet_train/E/E1598.jpg,E,train
data/raw/asl_alphabet_train/E/E1229.jpg,E,train
data/raw/asl_alphabet_train/E/E356.jpg,E,train
data/raw/asl_alphabet_train/E/E1081.jpg,E,train
data/raw/asl_alphabet_train/E/E384.jpg,E,train
data/raw/asl_alphabet_train/E/E320.jpg,E,train
data/raw/asl_alphabet_train/E/E2256.jpg,E,train
data/raw/asl_alphabet_train/E/E6.jpg,E,train
data/raw/asl_alphabet_train/E/E1086.jpg,E,train
data/raw/asl_alphabet_train/E/E2572.jpg,E,train
data/raw/asl_alphabet_train/E/E866.jpg,E,train
data/raw/asl_alphabet_train/E/E521.jpg,E,train
data/raw/asl_alphabet_train/E/E2663.jpg,E,train
data/raw/asl_alphabet_train/E/E2695.jpg,E,train
data/raw/asl_alphabet_train/E/E2391.jpg,E,train
data/raw/asl_alphabet_train/E/E2408.jpg,E,train
data/raw/asl_alphabet_train/E/E1718.jpg,E,train
data/raw/asl_alphabet_train/E/E1248.jpg,E,train
data/raw/asl_alphabet_train/E/E344.jpg,E,train
data/raw/asl_alphabet_train/E/E840.jpg,E,train
data/raw/asl_alphabet_train/E/E1225.jpg,E,train
data/raw/asl_alphabet_train/E/E315.jpg,E,train
data/raw/asl_alphabet_train/E/E1652.jpg,E,train
data/raw/asl_alphabet_train/E/E1161.jpg,E,train
data/raw/asl_alphabet_train/E/E328.jpg,E,train
data/raw/asl_alphabet_train/E/E2612.jpg,E,train
data/raw/asl_alphabet_train/E/E1802.jpg,E,train
data/raw/asl_alphabet_train/E/E2051.jpg,E,train
data/raw/asl_alphabet_train/E/E227.jpg,E,train
data/raw/asl_alphabet_train/E/E765.jpg,E,train
data/raw/asl_alphabet_train/E/E1406.jpg,E,train
data/raw/asl_alphabet_train/E/E87.jpg,E,train
data/raw/asl_alphabet_train/E/E1070.jpg,E,train
data/raw/asl_alphabet_train/E/E2291.jpg,E,train
data/raw/asl_alphabet_train/E/E2017.jpg,E,train
data/raw/asl_alphabet_train/E/E2393.jpg,E,train
data/raw/asl_alphabet_train/E/E1039.jpg,E,train
data/raw/asl_alphabet_train/E/E821.jpg,E,train
data/raw/asl_alphabet_train/E/E2216.jpg,E,train
data/raw/asl_alphabet_train/E/E2151.jpg,E,train
data/raw/asl_alphabet_train/E/E2321.jpg,E,train
data/raw/asl_alphabet_train/E/E540.jpg,E,train
data/raw/asl_alphabet_train/E/E1454.jpg,E,train
data/raw/asl_alphabet_train/E/E1780.jpg,E,train
data/raw/asl_alphabet_train/E/E2227.jpg,E,train
data/raw/asl_alphabet_train/E/E1658.jpg,E,train
data/raw/asl_alphabet_train/E/E1087.jpg,E,train
data/raw/asl_alphabet_train/E/E1213.jpg,E,train
data/raw/asl_alphabet_train/E/E1036.jpg,E,train
data/raw/asl_alphabet_train/E/E1007.jpg,E,train
data/raw/asl_alphabet_train/E/E44.jpg,E,train
data/raw/asl_alphabet_train/E/E2504.jpg,E,train
data/raw/asl_alphabet_train/E/E1177.jpg,E,train
data/raw/asl_alphabet_train/E/E2178.jpg,E,train
data/raw/asl_alphabet_train/E/E1702.jpg,E,train
data/raw/asl_alphabet_train/E/E2431.jpg,E,train
data/raw/asl_alphabet_train/E/E652.jpg,E,train
data/raw/asl_alphabet_train/E/E1637.jpg,E,train
data/raw/asl_alphabet_train/E/E972.jpg,E,train
data/raw/asl_alphabet_train/E/E862.jpg,E,train
data/raw/asl_alphabet_train/E/E2529.jpg,E,train
data/raw/asl_alphabet_train/E/E2258.jpg,E,train
data/raw/asl_alphabet_train/E/E1265.jpg,E,train
data/raw/asl_alphabet_train/E/E2649.jpg,E,train
data/raw/asl_alphabet_train/E/E2479.jpg,E,train
data/raw/asl_alphabet_train/E/E179.jpg,E,train
data/raw/asl_alphabet_train/E/E2254.jpg,E,train
data/raw/asl_alphabet_train/E/E1907.jpg,E,train
data/raw/asl_alphabet_train/E/E1059.jpg,E,train
data/raw/asl_alphabet_train/E/E229.jpg,E,train
data/raw/asl_alphabet_train/E/E1472.jpg,E,train
data/raw/asl_alphabet_train/E/E2031.jpg,E,train
data/raw/asl_alphabet_train/E/E1194.jpg,E,train
data/raw/asl_alphabet_train/E/E512.jpg,E,train
data/raw/asl_alphabet_train/E/E1481.jpg,E,val
data/raw/asl_alphabet_train/E/E1134.jpg,E,val
data/raw/asl_alphabet_train/E/E1004.jpg,E,val
data/raw/asl_alphabet_train/E/E2581.jpg,E,val
data/raw/asl_alphabet_train/E/E514.jpg,E,val
data/raw/asl_alphabet_train/E/E290.jpg,E,val
data/raw/asl_alphabet_train/E/E1476.jpg,E,val
data/raw/asl_alphabet_train/E/E2566.jpg,E,val
data/raw/asl_alphabet_train/E/E2352.jpg,E,val
data/raw/asl_alphabet_train/E/E2673.jpg,E,val
data/raw/asl_alphabet_train/E/E2209.jpg,E,val
data/raw/asl_alphabet_train/E/E621.jpg,E,val
data/raw/asl_alphabet_train/E/E1720.jpg,E,val
data/raw/asl_alphabet_train/E/E970.jpg,E,val
data/raw/asl_alphabet_train/E/E2347.jpg,E,val
data/raw/asl_alphabet_train/E/E2869.jpg,E,val
data/raw/asl_alphabet_train/E/E949.jpg,E,val
data/raw/asl_alphabet_train/E/E1798.jpg,E,val
data/raw/asl_alphabet_train/E/E757.jpg,E,val
data/raw/asl_alphabet_train/E/E596.jpg,E,val
data/raw/asl_alphabet_train/E/E2982.jpg,E,val
data/raw/asl_alphabet_train/E/E2407.jpg,E,val
data/raw/asl_alphabet_train/E/E2042.jpg,E,val
data/raw/asl_alphabet_train/E/E2614.jpg,E,val
data/raw/asl_alphabet_train/E/E1170.jpg,E,val
data/raw/asl_alphabet_train/E/E2384.jpg,E,val
data/raw/asl_alphabet_train/E/E2211.jpg,E,val
data/raw/asl_alphabet_train/E/E629.jpg,E,val
data/raw/asl_alphabet_train/E/E882.jpg,E,val
data/raw/asl_alphabet_train/E/E1555.jpg,E,val
data/raw/asl_alphabet_train/E/E480.jpg,E,val
data/raw/asl_alphabet_train/E/E2770.jpg,E,val
data/raw/asl_alphabet_train/E/E965.jpg,E,val
data/raw/asl_alphabet_train/E/E1311.jpg,E,val
data/raw/asl_alphabet_train/E/E2158.jpg,E,val
data/raw/asl_alphabet_train/E/E413.jpg,E,val
data/raw/asl_alphabet_train/E/E1512.jpg,E,val
data/raw/asl_alphabet_train/E/E1433.jpg,E,val
data/raw/asl_alphabet_train/E/E2917.jpg,E,val
data/raw/asl_alphabet_train/E/E2519.jpg,E,val
data/raw/asl_alphabet_train/E/E1233.jpg,E,val
data/raw/asl_alphabet_train/E/E2437.jpg,E,val
data/raw/asl_alphabet_train/E/E2039.jpg,E,val
data/raw/asl_alphabet_train/E/E627.jpg,E,val
data/raw/asl_alphabet_train/E/E2008.jpg,E,val
data/raw/asl_alphabet_train/E/E377.jpg,E,val
data/raw/asl_alphabet_train/E/E1580.jpg,E,val
data/raw/asl_alphabet_train/E/E2816.jpg,E,val
data/raw/asl_alphabet_train/E/E53.jpg,E,val
data/raw/asl_alphabet_train/E/E2787.jpg,E,val
data/raw/asl_alphabet_train/E/E1851.jpg,E,val
data/raw/asl_alphabet_train/E/E1822.jpg,E,val
data/raw/asl_alphabet_train/E/E2230.jpg,E,val
data/raw/asl_alphabet_train/E/E2361.jpg,E,val
data/raw/asl_alphabet_train/E/E1897.jpg,E,val
data/raw/asl_alphabet_train/E/E39.jpg,E,val
data/raw/asl_alphabet_train/E/E2068.jpg,E,val
data/raw/asl_alphabet_train/E/E2104.jpg,E,val
data/raw/asl_alphabet_train/E/E1173.jpg,E,val
data/raw/asl_alphabet_train/E/E1151.jpg,E,val
data/raw/asl_alphabet_train/E/E2400.jpg,E,val
data/raw/asl_alphabet_train/E/E2975.jpg,E,val
data/raw/asl_alphabet_train/E/E2549.jpg,E,val
data/raw/asl_alphabet_train/E/E1235.jpg,E,val
data/raw/asl_alphabet_train/E/E276.jpg,E,val
data/raw/asl_alphabet_train/E/E267.jpg,E,val
data/raw/asl_alphabet_train/E/E881.jpg,E,val
data/raw/asl_alphabet_train/E/E2274.jpg,E,val
data/raw/asl_alphabet_train/E/E685.jpg,E,val
data/raw/asl_alphabet_train/E/E1283.jpg,E,val
data/raw/asl_alphabet_train/E/E848.jpg,E,val
data/raw/asl_alphabet_train/E/E1524.jpg,E,val
data/raw/asl_alphabet_train/E/E809.jpg,E,val
data/raw/asl_alphabet_train/E/E1502.jpg,E,val
data/raw/asl_alphabet_train/E/E1996.jpg,E,val
data/raw/asl_alphabet_train/E/E2884.jpg,E,val
data/raw/asl_alphabet_train/E/E2883.jpg,E,val
data/raw/asl_alphabet_train/E/E1558.jpg,E,val
data/raw/asl_alphabet_train/E/E2484.jpg,E,val
data/raw/asl_alphabet_train/E/E2729.jpg,E,val
data/raw/asl_alphabet_train/E/E1356.jpg,E,val
data/raw/asl_alphabet_train/E/E117.jpg,E,val
data/raw/asl_alphabet_train/E/E2638.jpg,E,val
data/raw/asl_alphabet_train/E/E769.jpg,E,val
data/raw/asl_alphabet_train/E/E1108.jpg,E,val
data/raw/asl_alphabet_train/E/E731.jpg,E,val
data/raw/asl_alphabet_train/E/E234.jpg,E,val
data/raw/asl_alphabet_train/E/E1918.jpg,E,val
data/raw/asl_alphabet_train/E/E927.jpg,E,val
data/raw/asl_alphabet_train/E/E2618.jpg,E,val
data/raw/asl_alphabet_train/E/E186.jpg,E,test
data/raw/asl_alphabet_train/E/E1869.jpg,E,test
data/raw/asl_alphabet_train/E/E1931.jpg,E,test
data/raw/asl_alphabet_train/E/E1386.jpg,E,test
data/raw/asl_alphabet_train/E/E754.jpg,E,test
data/raw/asl_alphabet_train/E/E334.jpg,E,test
data/raw/asl_alphabet_train/E/E178.jpg,E,test
data/raw/asl_alphabet_train/E/E1189.jpg,E,test
data/raw/asl_alphabet_train/E/E542.jpg,E,test
data/raw/asl_alphabet_train/E/E1184.jpg,E,test
data/raw/asl_alphabet_train/E/E1497.jpg,E,test
data/raw/asl_alphabet_train/E/E1697.jpg,E,test
data/raw/asl_alphabet_train/E/E619.jpg,E,test
data/raw/asl_alphabet_train/E/E1190.jpg,E,test
data/raw/asl_alphabet_train/E/E1088.jpg,E,test
data/raw/asl_alphabet_train/E/E2689.jpg,E,test
data/raw/asl_alphabet_train/E/E131.jpg,E,test
data/raw/asl_alphabet_train/E/E966.jpg,E,test
data/raw/asl_alphabet_train/E/E2146.jpg,E,test
data/raw/asl_alphabet_train/E/E1439.jpg,E,test
data/raw/asl_alphabet_train/E/E337.jpg,E,test
data/raw/asl_alphabet_train/E/E1314.jpg,E,test
data/raw/asl_alphabet_train/E/E2667.jpg,E,test
data/raw/asl_alphabet_train/E/E515.jpg,E,test
data/raw/asl_alphabet_train/E/E612.jpg,E,test
data/raw/asl_alphabet_train/E/E324.jpg,E,test
data/raw/asl_alphabet_train/E/E2910.jpg,E,test
data/raw/asl_alphabet_train/E/E266.jpg,E,test
data/raw/asl_alphabet_train/E/E475.jpg,E,test
data/raw/asl_alphabet_train/E/E3.jpg,E,test
data/raw/asl_alphabet_train/E/E637.jpg,E,test
data/raw/asl_alphabet_train/E/E352.jpg,E,test
data/raw/asl_alphabet_train/E/E2317.jpg,E,test
data/raw/asl_alphabet_train/E/E1508.jpg,E,test
data/raw/asl_alphabet_train/E/E2657.jpg,E,test
data/raw/asl_alphabet_train/E/E2864.jpg,E,test
data/raw/asl_alphabet_train/E/E1983.jpg,E,test
data/raw/asl_alphabet_train/E/E1549.jpg,E,test
data/raw/asl_alphabet_train/E/E80.jpg,E,test
data/raw/asl_alphabet_train/E/E1204.jpg,E,test
data/raw/asl_alphabet_train/E/E2120.jpg,E,test
data/raw/asl_alphabet_train/E/E1421.jpg,E,test
data/raw/asl_alphabet_train/E/E1748.jpg,E,test
data/raw/asl_alphabet_train/E/E642.jpg,E,test
data/raw/asl_alphabet_train/E/E93.jpg,E,test
data/raw/asl_alphabet_train/E/E1632.jpg,E,test
data/raw/asl_alphabet_train/E/E1269.jpg,E,test
data/raw/asl_alphabet_train/E/E788.jpg,E,test
data/raw/asl_alphabet_train/E/E1681.jpg,E,test
data/raw/asl_alphabet_train/E/E1967.jpg,E,test
data/raw/asl_alphabet_train/E/E137.jpg,E,test
data/raw/asl_alphabet_train/E/E1513.jpg,E,test
data/raw/asl_alphabet_train/E/E1172.jpg,E,test
data/raw/asl_alphabet_train/E/E1557.jpg,E,test
data/raw/asl_alphabet_train/E/E2525.jpg,E,test
data/raw/asl_alphabet_train/E/E2854.jpg,E,test
data/raw/asl_alphabet_train/E/E1155.jpg,E,test
data/raw/asl_alphabet_train/E/E1747.jpg,E,test
data/raw/asl_alphabet_train/E/E1832.jpg,E,test
data/raw/asl_alphabet_train/E/E150.jpg,E,test
data/raw/asl_alphabet_train/E/E1426.jpg,E,test
data/raw/asl_alphabet_train/E/E1884.jpg,E,test
data/raw/asl_alphabet_train/E/E304.jpg,E,test
data/raw/asl_alphabet_train/E/E2205.jpg,E,test
data/raw/asl_alphabet_train/E/E1336.jpg,E,test
data/raw/asl_alphabet_train/E/E679.jpg,E,test
data/raw/asl_alphabet_train/E/E887.jpg,E,test
data/raw/asl_alphabet_train/E/E438.jpg,E,test
data/raw/asl_alphabet_train/E/E2140.jpg,E,test
data/raw/asl_alphabet_train/E/E2394.jpg,E,test
data/raw/asl_alphabet_train/E/E1765.jpg,E,test
data/raw/asl_alphabet_train/E/E170.jpg,E,test
data/raw/asl_alphabet_train/E/E1503.jpg,E,test
data/raw/asl_alphabet_train/E/E2348.jpg,E,test
data/raw/asl_alphabet_train/E/E1485.jpg,E,test
data/raw/asl_alphabet_train/E/E1778.jpg,E,test
data/raw/asl_alphabet_train/E/E1971.jpg,E,test
data/raw/asl_alphabet_train/E/E2295.jpg,E,test
data/raw/asl_alphabet_train/E/E482.jpg,E,test
data/raw/asl_alphabet_train/E/E1413.jpg,E,test
data/raw/asl_alphabet_train/E/E2114.jpg,E,test
data/raw/asl_alphabet_train/E/E2152.jpg,E,test
data/raw/asl_alphabet_train/E/E2201.jpg,E,test
data/raw/asl_alphabet_train/E/E1625.jpg,E,test
data/raw/asl_alphabet_train/E/E1281.jpg,E,test
data/raw/asl_alphabet_train/E/E1111.jpg,E,test
data/raw/asl_alphabet_train/E/E1640.jpg,E,test
data/raw/asl_alphabet_train/E/E2260.jpg,E,test
data/raw/asl_alphabet_train/E/E1465.jpg,E,test
data/raw/asl_alphabet_train/E/E2444.jpg,E,test
data/raw/asl_alphabet_train/F/F1327.jpg,F,train
data/raw/asl_alphabet_train/F/F2496.jpg,F,train
data/raw/asl_alphabet_train/F/F1319.jpg,F,train
data/raw/asl_alphabet_train/F/F946.jpg,F,train
data/raw/asl_alphabet_train/F/F216.jpg,F,train
data/raw/asl_alphabet_train/F/F726.jpg,F,train
data/raw/asl_alphabet_train/F/F1902.jpg,F,train
data/raw/asl_alphabet_train/F/F2195.jpg,F,train
data/raw/asl_alphabet_train/F/F1082.jpg,F,train
data/raw/asl_alphabet_train/F/F802.jpg,F,train
data/raw/asl_alphabet_train/F/F2312.jpg,F,train
data/raw/asl_alphabet_train/F/F1699.jpg,F,train
data/raw/asl_alphabet_train/F/F2036.jpg,F,train
data/raw/asl_alphabet_train/F/F2753.jpg,F,train
data/raw/asl_alphabet_train/F/F724.jpg,F,train
data/raw/asl_alphabet_train/F/F2352.jpg,F,train
data/raw/asl_alphabet_train/F/F1717.jpg,F,train
data/raw/asl_alphabet_train/F/F684.jpg,F,train
data/raw/asl_alphabet_train/F/F2359.jpg,F,train
data/raw/asl_alphabet_train/F/F2956.jpg,F,train
data/raw/asl_alphabet_train/F/F2554.jpg,F,train
data/raw/asl_alphabet_train/F/F1711.jpg,F,train
data/raw/asl_alphabet_train/F/F235.jpg,F,train
data/raw/asl_alphabet_train/F/F1037.jpg,F,train
data/raw/asl_alphabet_train/F/F2886.jpg,F,train
data/raw/asl_alphabet_train/F/F713.jpg,F,train
data/raw/asl_alphabet_train/F/F1315.jpg,F,train
data/raw/asl_alphabet_train/F/F1987.jpg,F,train
data/raw/asl_alphabet_train/F/F2514.jpg,F,train
data/raw/asl_alphabet_train/F/F252.jpg,F,train
data/raw/asl_alphabet_train/F/F884.jpg,F,train
data/raw/asl_alphabet_train/F/F2929.jpg,F,train
data/raw/asl_alphabet_train/F/F2963.jpg,F,train
data/raw/asl_alphabet_train/F/F344.jpg,F,train
data/raw/asl_alphabet_train/F/F205.jpg,F,train
data/raw/asl_alphabet_train/F/F2612.jpg,F,train
data/raw/asl_alphabet_train/F/F2661.jpg,F,train
data/raw/asl_alphabet_train/F/F1438.jpg,F,train
data/raw/asl_alphabet_train/F/F702.jpg,F,train
data/raw/asl_alphabet_train/F/F1775.jpg,F,train
data/raw/asl_alphabet_train/F/F1701.jpg,F,train
data/raw/asl_alphabet_train/F/F809.jpg,F,train
data/raw/asl_alphabet_train/F/F2863.jpg,F,train
data/raw/asl_alphabet_train/F/F1152.jpg,F,train
data/raw/asl_alphabet_train/F/F1907.jpg,F,train
data/raw/asl_alphabet_train/F/F1005.jpg,F,train
data/raw/asl_alphabet_train/F/F4.jpg,F,train
data/raw/asl_alphabet_train/F/F1999.jpg,F,train
data/raw/asl_alphabet_train/F/F577.jpg,F,train
data/raw/asl_alphabet_train/F/F380.jpg,F,train
data/raw/asl_alphabet_train/F/F614.jpg,F,train
data/raw/asl_alphabet_train/F/F1498.jpg,F,train
data/raw/asl_alphabet_train/F/F1184.jpg,F,train
data/raw/asl_alphabet_train/F/F2648.jpg,F,train
data/raw/asl_alphabet_train/F/F1183.jpg,F,train
data/raw/asl_alphabet_train/F/F1809.jpg,F,train
data/raw/asl_alphabet_train/F/F608.jpg,F,train
data/raw/asl_alphabet_train/F/F1628.jpg,F,train
data/raw/asl_alphabet_train/F/F975.jpg,F,train
data/raw/asl_alphabet_train/F/F1451.jpg,F,train
data/raw/asl_alphabet_train/F/F2593.jpg,F,train
data/raw/asl_alphabet_train/F/F2380.jpg,F,train
data/raw/asl_alphabet_train/F/F2607.jpg,F,train
data/raw/asl_alphabet_train/F/F417.jpg,F,train
data/raw/asl_alphabet_train/F/F2845.jpg,F,train
data/raw/asl_alphabet_train/F/F1147.jpg,F,train
data/raw/asl_alphabet_train/F/F591.jpg,F,train
data/raw/asl_alphabet_train/F/F1059.jpg,F,train
data/raw/asl_alphabet_train/F/F1238.jpg,F,train
data/raw/asl_alphabet_train/F/F301.jpg,F,train
data/raw/asl_alphabet_train/F/F2647.jpg,F,train
data/raw/asl_alphabet_train/F/F2925.jpg,F,train
data/raw/asl_alphabet_train/F/F1371.jpg,F,train
data/raw/asl_alphabet_train/F/F1669.jpg,F,train
data/raw/asl_alphabet_train/F/F95.jpg,F,train
data/raw/asl_alphabet_train/F/F650.jpg,F,train
data/raw/asl_alphabet_train/F/F754.jpg,F,train
data/raw/asl_alphabet_train/F/F2089.jpg,F,train
data/raw/asl_alphabet_train/F/F1007.jpg,F,train
data/raw/asl_alphabet_train/F/F1154.jpg,F,train
data/raw/asl_alphabet_train/F/F2248.jpg,F,train
data/raw/asl_alphabet_train/F/F2355.jpg,F,train
data/raw/asl_alphabet_train/F/F452.jpg,F,train
data/raw/asl_alphabet_train/F/F1662.jpg,F,train
data/raw/asl_alphabet_train/F/F1836.jpg,F,train
data/raw/asl_alphabet_train/F/F919.jpg,F,train
